#
# Results on Mon, 11 Dec 2023 06:11:38 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,Start,1702274989912,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,End,1702274990958,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,Start,1702274990959,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,1,0,LanguageBackground,NULL,DropDown,mcq,Selected,L1,1702274992895,0
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,End,1702274994935,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,Start,1702274994936,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,3,0,AgeQ,NULL,TextInput,Age,EnterReturn,34,1702274996598,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,3,0,AgeQ,NULL,TextInput,Age,Final,34,1702274997502,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,3,0,AgeQ,NULL,TextInput,Age,First,,1702274996258,3
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,End,1702274997503,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,2,0,JapanQ,NULL,PennController,2,_Trial_,Start,1702274997504,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,2,0,JapanQ,NULL,TextInput,Japan,EnterReturn,Yes%2C 3 years,1702275004912,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,2,0,JapanQ,NULL,TextInput,Japan,Final,Yes%2C 3 years,1702275005911,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,2,0,JapanQ,NULL,TextInput,Japan,First,,1702274999068,CapsLock
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,2,0,JapanQ,NULL,PennController,2,_Trial_,End,1702275005911,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,7,0,Item1P,NULL,PennController,7,_Trial_,Start,1702275005913,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,7,0,Item1P,NULL,TextInput,textResponse,EnterReturn,hola,1702275016128,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,7,0,Item1P,NULL,TextInput,textResponse,Final,hola,1702275016134,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,7,0,Item1P,NULL,TextInput,textResponse,First,,1702275014321,h
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,7,0,Item1P,NULL,PennController,7,_Trial_,End,1702275016134,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,10,0,Filler2,NULL,PennController,10,_Trial_,Start,1702275016135,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,10,0,Filler2,NULL,TextInput,textResponse,EnterReturn,picking up pears,1702275027283,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,10,0,Filler2,NULL,TextInput,textResponse,Final,picking up pears,1702275027285,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,10,0,Filler2,NULL,TextInput,textResponse,First,,1702275024024,p
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,10,0,Filler2,NULL,PennController,10,_Trial_,End,1702275027285,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,8,0,Item2A,NULL,PennController,8,_Trial_,Start,1702275027286,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,8,0,Item2A,NULL,TextInput,textResponse,EnterReturn,goat is mad,1702275035748,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,8,0,Item2A,NULL,TextInput,textResponse,Final,goat is mad,1702275035750,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,8,0,Item2A,NULL,TextInput,textResponse,First,,1702275033735,g
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,8,0,Item2A,NULL,PennController,8,_Trial_,End,1702275035750,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,6,0,Filler1,NULL,PennController,6,_Trial_,Start,1702275035751,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,6,0,Filler1,NULL,TextInput,textResponse,EnterReturn,whistling is done,1702275049496,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,6,0,Filler1,NULL,TextInput,textResponse,Final,whistling is done,1702275049498,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,6,0,Filler1,NULL,TextInput,textResponse,First,,1702275045318,w
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,6,0,Filler1,NULL,PennController,6,_Trial_,End,1702275049498,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,9,0,Item2P,NULL,PennController,9,_Trial_,Start,1702275049499,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,9,0,Item2P,NULL,TextInput,textResponse,EnterReturn,tv cut like in old days,1702275063242,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,9,0,Item2P,NULL,TextInput,textResponse,Final,tv cut like in old days,1702275063244,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,9,0,Item2P,NULL,TextInput,textResponse,First,,1702275057886,t
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,9,0,Item2P,NULL,PennController,9,_Trial_,End,1702275063244,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,5,0,Item1A,NULL,PennController,5,_Trial_,Start,1702275063246,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,5,0,Item1A,NULL,TextInput,textResponse,EnterReturn,pears are gathered,1702275076845,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,5,0,Item1A,NULL,TextInput,textResponse,Final,pears are gathered,1702275076847,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,5,0,Item1A,NULL,TextInput,textResponse,First,,1702275071258,p
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,5,0,Item1A,NULL,PennController,5,_Trial_,End,1702275076847,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,11,0,Filler3,NULL,PennController,11,_Trial_,Start,1702275076848,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,11,0,Filler3,NULL,TextInput,textResponse,EnterReturn,hat falls off,1702275087644,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,11,0,Filler3,NULL,TextInput,textResponse,Final,hat falls off,1702275087645,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,11,0,Filler3,NULL,TextInput,textResponse,First,,1702275085148,h
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,11,0,Filler3,NULL,PennController,11,_Trial_,End,1702275087645,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,12,0,Filler4,NULL,PennController,12,_Trial_,Start,1702275087645,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,12,0,Filler4,NULL,TextInput,textResponse,EnterReturn,kid fell down,1702275097957,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,12,0,Filler4,NULL,TextInput,textResponse,Final,kid fell down,1702275097960,NULL
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,12,0,Filler4,NULL,TextInput,textResponse,First,,1702275095268,k
1702275098,e6c1f8dca6f43252393410515913f4d9,PennController,12,0,Filler4,NULL,PennController,12,_Trial_,End,1702275097960,NULL
#
# Results on Tue, 12 Dec 2023 00:28:44 GMT
# USER AGENT: Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,Start,1702340498414,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,End,1702340499862,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,Start,1702340499868,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,1,0,LanguageBackground,NULL,DropDown,mcq,Selected,L2,1702340502115,1
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,End,1702340503252,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,Start,1702340503255,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,3,0,AgeQ,NULL,TextInput,Age,EnterReturn,35,1702340506538,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,3,0,AgeQ,NULL,TextInput,Age,Final,35,1702340507707,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,3,0,AgeQ,NULL,TextInput,Age,First,,1702340505121,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,End,1702340507708,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,2,0,JapanQ,NULL,PennController,2,_Trial_,Start,1702340507715,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,2,0,JapanQ,NULL,TextInput,Japan,EnterReturn,No,1702340511466,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,2,0,JapanQ,NULL,TextInput,Japan,Final,No,1702340512561,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,2,0,JapanQ,NULL,TextInput,Japan,First,,1702340510496,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,2,0,JapanQ,NULL,PennController,2,_Trial_,End,1702340512562,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,PennController,9,_Trial_,Start,1702340512566,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,Video,Clip5,buffer,0,1702340521734,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,TextInput,textResponse,EnterReturn,子供たちはどこかに歩いてます。,1702340552528,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,TextInput,textResponse,Final,子供たちはどこかに歩いてます。,1702340552543,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,TextInput,textResponse,First,,1702340528341,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,9,0,Item2P,NULL,PennController,9,_Trial_,End,1702340552544,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,PennController,7,_Trial_,Start,1702340552554,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,Video,Clip4,buffer,0,1702340562993,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,TextInput,textResponse,EnterReturn,朝です。,1702340575460,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,TextInput,textResponse,Final,朝です。,1702340575469,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,TextInput,textResponse,First,,1702340570077,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,7,0,Item1P,NULL,PennController,7,_Trial_,End,1702340575469,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,PennController,5,_Trial_,Start,1702340575475,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,Video,Clip1,buffer,0,1702340583917,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,TextInput,textResponse,EnterReturn,男の人は果物を置いたんです。,1702340618651,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,TextInput,textResponse,Final,男の人は果物を置いたんです。,1702340618662,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,TextInput,textResponse,First,,1702340593256,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,5,0,Item1A,NULL,PennController,5,_Trial_,End,1702340618663,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,12,0,Filler4,NULL,PennController,12,_Trial_,Start,1702340618671,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,12,0,Filler4,NULL,TextInput,textResponse,EnterReturn,男の子は自転車から転んだったんです。,1702340680513,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,12,0,Filler4,NULL,TextInput,textResponse,Final,男の子は自転車から転んだったんです。,1702340680525,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,12,0,Filler4,NULL,TextInput,textResponse,First,,1702340631135,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,12,0,Filler4,NULL,PennController,12,_Trial_,End,1702340680525,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,PennController,8,_Trial_,Start,1702340680531,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,Video,Clip2,buffer,0,1702340690503,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,TextInput,textResponse,EnterReturn,動物は果物が食べたいみたいです。,1702340738202,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,TextInput,textResponse,Final,動物は果物が食べたいみたいです。,1702340738209,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,TextInput,textResponse,First,,1702340696164,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,8,0,Item2A,NULL,PennController,8,_Trial_,End,1702340738210,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,10,0,Filler2,NULL,PennController,10,_Trial_,Start,1702340738216,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,10,0,Filler2,NULL,TextInput,textResponse,EnterReturn,子供たちは果物を掃除しているんです。,1702340768623,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,10,0,Filler2,NULL,TextInput,textResponse,Final,子供たちは果物を掃除しているんです。,1702340768633,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,10,0,Filler2,NULL,TextInput,textResponse,First,,1702340747590,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,10,0,Filler2,NULL,PennController,10,_Trial_,End,1702340768633,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,6,0,Filler1,NULL,PennController,6,_Trial_,Start,1702340768640,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,6,0,Filler1,NULL,TextInput,textResponse,EnterReturn,忘れ物です。,1702340781568,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,6,0,Filler1,NULL,TextInput,textResponse,Final,忘れ物です。,1702340781582,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,6,0,Filler1,NULL,TextInput,textResponse,First,,1702340776767,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,6,0,Filler1,NULL,PennController,6,_Trial_,End,1702340781583,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,PennController,11,_Trial_,Start,1702340781595,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,Video,Fill3,buffer,0,1702340792236,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,TextInput,textResponse,EnterReturn,馬に乗っている時、帽子が転んだんです。,1702340925431,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,TextInput,textResponse,Final,馬に乗っている時、帽子が転んだんです。,1702340925434,NULL
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,TextInput,textResponse,First,,1702340812135,Unidentified
1702340924,3386a30a075e977c6100fbe6e99baa49,PennController,11,0,Filler3,NULL,PennController,11,_Trial_,End,1702340925434,NULL
#
# Results on Tue, 12 Dec 2023 01:15:11 GMT
# USER AGENT: Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36
# Design number was non-random = 2
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,Start,1702343322613,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,0,0,Introduction,NULL,PennController,0,_Trial_,End,1702343372017,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,Start,1702343372042,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,1,0,LanguageBackground,NULL,DropDown,mcq,Selected,L1,1702343380976,0
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,1,0,LanguageBackground,NULL,PennController,1,_Trial_,End,1702343382854,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,Start,1702343382858,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,3,0,AgeQ,NULL,TextInput,Age,EnterReturn,41,1702343395161,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,3,0,AgeQ,NULL,TextInput,Age,Final,41,1702343397024,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,3,0,AgeQ,NULL,TextInput,Age,First,,1702343388398,Unidentified
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,3,0,AgeQ,NULL,PennController,3,_Trial_,End,1702343397025,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,2,0,JapanQ,NULL,PennController,2,_Trial_,Start,1702343397029,NULL
1702343711,aeee9e2b6fbca693b88338ab9e76ed76,PennController,2,0,JapanQ,NULL,TextInput,Japan,EnterReturn,30years,1702343465342,NULL
